Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE40,OUT049,1079.9575693440443
NCM17,OUT035,870.6740008903989
FDU56,OUT035,3118.33894057735
FDS32,OUT019,436.84342688697916
FDX02,OUT049,3598.7413951663984
FDT39,OUT027,3939.7456023416
FDE35,OUT017,1117.4836748838602
NCI42,OUT019,1412.2550825217177
DRL23,OUT046,1719.012329648519
FDA10,OUT046,1930.8676778847534
FDA11,OUT013,1582.9416614982747
NCM06,OUT046,2425.71939426433
NCT05,OUT035,4212.789191719641
NCQ02,OUT010,1022.6192620919142
NCY06,OUT049,2136.074632562424
FDY56,OUT035,3772.5835253345876
FDL02,OUT035,1887.9627509904803
NCI06,OUT035,2943.8302081384795
FDQ14,OUT045,2274.658654299831
FDQ12,OUT017,3723.9284266878803
FDP36,OUT046,850.4608966748824
FDK21,OUT027,5414.244970230365
FDO40,OUT045,2269.8154134424904
NCK54,OUT019,-38.44644107417491
FDY09,OUT018,2531.18054156131
NCW30,OUT049,4187.21149183884
NCC55,OUT027,2037.401197068044
FDE58,OUT018,1598.5360977958453
FDR39,OUT013,2955.3580623910393
FDU28,OUT049,3073.8567872629305
FDH08,OUT017,3752.5254887944875
FDG35,OUT045,2798.156556665394
FDG22,OUT049,739.4527929727847
FDC34,OUT035,2647.31248886003
FDP15,OUT018,3744.125812210581
FDK34,OUT010,1865.5877348292738
FDU45,OUT035,2041.595449174698
FDQ04,OUT027,2093.4771477012896
FDX22,OUT018,3086.8433159594115
FDB45,OUT017,1816.0978213975332
NCH43,OUT027,4847.345453218448
DRE60,OUT046,3501.5736512438107
FDD17,OUT027,5164.222319475971
NCM54,OUT017,2108.3189525071793
NCH55,OUT013,2040.9795877585289
NCT06,OUT017,2701.6067364869346
FDA48,OUT027,4944.376045653268
FDY58,OUT027,5055.839341265397
FDO25,OUT045,3287.8134468664884
FDN50,OUT045,1542.735927241663
FDH35,OUT035,2792.67539730892
FDK09,OUT045,3510.97697937495
FDO16,OUT013,1353.964317241473
FDW11,OUT045,989.9015178879713
FDU47,OUT027,3741.4392739828927
NCQ42,OUT010,113.58819957045239
FDK55,OUT027,2904.0888223238308
FDN08,OUT049,2029.985994832005
FDT57,OUT045,3688.90610672659
FDJ12,OUT018,3059.696146416284
DRL59,OUT017,987.5170546408613
NCN53,OUT046,602.5878315000982
FDO51,OUT010,-1127.8200190172943
FDK56,OUT017,3108.4133119584817
FDY12,OUT035,1039.5893076269308
FDU15,OUT035,818.3126474041364
FDQ19,OUT046,3922.5695267703522
DRF15,OUT045,2391.235478279379
DRE25,OUT019,-440.98640332309765
FDK57,OUT018,1619.5816324664866
FDD33,OUT010,1756.9669646573234
FDR34,OUT027,5109.837538764841
FDU04,OUT045,1861.6557665723872
FDE35,OUT019,-831.3153381622734
NCD31,OUT035,2708.6405657249734
FDJ56,OUT035,1759.9742764895295
NCU53,OUT046,2615.81581296152
FDD39,OUT035,3496.937843908243
NCU17,OUT019,-253.0811630471528
FDJ20,OUT046,2040.3079534618178
NCW41,OUT018,2226.8467402846845
FDL52,OUT035,812.1923345021607
FDS39,OUT035,2410.4093363090474
DRJ47,OUT045,2702.4357339235635
FDP13,OUT010,-1196.2963304182656
DRK39,OUT010,-577.3500706593798
FDF28,OUT010,128.43884590905827
FDB09,OUT045,1973.4955083815985
FDM51,OUT046,1665.218837601903
DRM49,OUT018,476.2834822828829
DRF23,OUT013,2817.9218511115514
DRH01,OUT035,2855.7397848683368
FDH12,OUT027,3170.5323271948328
FDA28,OUT019,120.07055524938573
FDW37,OUT018,1198.146872890965
FDF02,OUT046,1690.2469620182478
DRL37,OUT046,709.7393773032002
NCF43,OUT046,2225.7663492165925
FDH08,OUT010,1739.6204244418927
FDR34,OUT019,1778.6831891470629
NCK19,OUT049,3163.790088193822
NCD55,OUT018,415.2099733931318
FDT27,OUT049,3834.2874849696364
FDQ57,OUT045,2273.2529176240964
FDA47,OUT035,2759.9927209862212
DRG15,OUT027,2481.2347303457686
FDE05,OUT018,2069.0917316641344
FDN46,OUT046,1635.4979595603045
FDX27,OUT027,2929.793327949358
FDT51,OUT045,1762.1088158476837
FDU33,OUT013,798.4233330874731
FDJ16,OUT027,2392.245555874578
FDD20,OUT019,110.55169083088572
FDT36,OUT049,664.8317521376862
DRF15,OUT027,3882.686565252391
FDN52,OUT010,-503.1131691087059
FDC22,OUT027,4498.4002529148365
FDX15,OUT045,2466.585661607931
FDT13,OUT013,3038.7969247119445
FDU04,OUT017,2034.1755128297746
FDU31,OUT019,1611.7614173872084
FDW59,OUT027,2844.133779133937
NCO29,OUT046,2627.6136058798047
FDL15,OUT035,2577.9167901911082
FDI41,OUT049,2434.1397643807773
FDQ48,OUT049,1735.4704791890372
DRI39,OUT013,941.8899126384335
FDI08,OUT013,4066.8615583853743
FDC21,OUT049,1944.6642226813642
FDF58,OUT035,1174.1743015900843
FDS08,OUT010,942.3677695395136
FDE47,OUT045,1932.6393807727286
NCP18,OUT019,505.2782215662555
NCR41,OUT013,1590.4225456054983
FDA27,OUT013,4047.589930496245
FDA43,OUT035,3252.671189049466
FDA49,OUT045,1362.3376938243164
NCE55,OUT018,2518.702709265389
DRM49,OUT027,2216.2338223997804
FDF22,OUT027,4832.6958359398095
FDQ15,OUT018,1056.3487503203164
NCS54,OUT017,2860.240417943914
NCY05,OUT013,648.1203165602617
FDR45,OUT046,3785.7634808905705
FDK57,OUT049,2026.7056887558447
FDF41,OUT010,1949.7732980769433
FDV21,OUT046,2004.2293031388385
FDD51,OUT046,698.5206643039401
FDF33,OUT046,1960.0229873942353
FDA38,OUT046,3730.3925467714453
FDR56,OUT045,3100.677503659552
NCN41,OUT017,2050.193517972871
FDC60,OUT027,2906.6556064493884
FDB47,OUT045,3212.2819315508077
DRH01,OUT013,2786.461684569658
FDW08,OUT046,1700.758676882067
FDF38,OUT027,2193.128859238631
FDY32,OUT017,2711.9119986331034
FDG34,OUT049,1896.8805813281583
FDG47,OUT019,2242.9315265314385
NCF18,OUT035,3113.0967521470952
FDL39,OUT019,970.2931876600121
NCH55,OUT035,2130.5081354074196
DRJ35,OUT049,1102.439718506198
FDS44,OUT035,3971.3882651597833
DRE01,OUT018,3481.4775668274387
FDY39,OUT013,3004.3101903740044
FDY32,OUT018,2313.0093791285585
FDR33,OUT027,3235.3138173498874
NCP50,OUT049,1406.6214738281215
FDZ47,OUT018,1354.7587097106662
FDU57,OUT049,2549.5242746914505
FDY44,OUT013,3197.1009174394003
DRH59,OUT018,932.6302407228502
FDB03,OUT027,5217.4900535071
FDY46,OUT045,2890.627929130736
FDM39,OUT045,2699.906445648204
FDY36,OUT035,1380.4303905433476
NCM55,OUT035,3049.51565342612
FDJ50,OUT010,-998.6529949366043
DRL60,OUT013,2419.9491936813347
NCJ54,OUT049,3732.9126197152864
FDX59,OUT017,698.1019142970815
FDI07,OUT013,3233.392604390222
DRF51,OUT010,-1289.9325227480224
FDM14,OUT017,1908.3308126269667
FDP21,OUT045,2954.463362390078
FDE40,OUT035,1165.8916240103918
FDE05,OUT035,2510.7123760911895
FDM13,OUT027,3581.78108288541
FDC34,OUT027,3953.3266759686003
NCI55,OUT018,1667.0071166715456
NCE43,OUT018,2360.668712357444
FDW58,OUT018,1449.9713984420596
FDG60,OUT045,3643.285157752365
FDV31,OUT017,2926.456566865078
FDR47,OUT013,3114.389787337858
FDM60,OUT019,-1163.4703976788537
NCF06,OUT018,3776.4007124768723
NCN26,OUT027,3295.3782693244148
FDQ59,OUT049,1538.7131593773397
FDF09,OUT046,669.3994651355947
NCS06,OUT017,4249.63301628649
FDT44,OUT046,1914.8081144523153
FDI19,OUT017,3967.3297601957956
FDT22,OUT017,1071.545412481112
NCF54,OUT027,4133.110012979949
DRG25,OUT045,2867.1135430242084
FDB59,OUT017,3234.8328200819296
FDQ37,OUT017,3192.8750500959177
FDP56,OUT035,982.0192640583296
FDW44,OUT035,2955.6997951268004
FDJ26,OUT010,1547.1055766128147
FDU43,OUT018,3550.9647159232536
FDW33,OUT045,1601.3833713743643
NCX53,OUT027,3740.311016559961
FDN56,OUT010,469.62064330827957
DRF15,OUT049,2529.848361204996
FDO33,OUT017,1926.430046978288
FDZ39,OUT010,-184.73334335064453
NCJ19,OUT017,990.0727523798573
FDU01,OUT035,3147.919713158659
FDT12,OUT035,3736.415281841907
NCM18,OUT018,702.4989093295953
FDP19,OUT017,2171.118005732226
NCR42,OUT049,637.0406127100923
FDN10,OUT046,1897.552571077037
FDG44,OUT017,1033.9246657551835
FDQ10,OUT046,2724.893939364632
DRH13,OUT049,1780.69940414231
FDT52,OUT013,3921.555226591522
FDM56,OUT045,1741.3260904079739
NCO43,OUT010,-295.8690091943299
NCV29,OUT035,2955.611074263183
NCF06,OUT013,4111.351213920237
FDO50,OUT035,1646.6340259401377
FDT59,OUT013,3684.0116975122264
FDX40,OUT027,2042.7881050638748
FDE50,OUT017,3143.261456209745
FDX51,OUT017,3279.9384871945613
NCD30,OUT018,1285.760458996774
FDK15,OUT013,1644.4563816649093
FDL12,OUT045,969.8584730177022
FDK46,OUT017,4193.088547696658
DRH49,OUT010,-615.6809232607459
FDQ57,OUT046,2341.7327557488306
FDY59,OUT017,1624.9541483467306
FDO09,OUT018,3870.3685655926483
NCG30,OUT035,2119.721441860049
FDM09,OUT017,2813.439252722132
NCN17,OUT027,3073.272516266226
NCS42,OUT013,1448.3297253027195
FDD02,OUT019,8.475377072821175
FDE34,OUT013,2905.6637580440397
FDU38,OUT045,2932.1231341563794
FDB33,OUT046,2552.6298663369876
NCJ29,OUT017,1511.2965854897266
FDZ27,OUT035,911.4151306454819
FDI40,OUT013,1640.7467549748512
FDG22,OUT013,714.0373279115156
FDT51,OUT017,1940.8516873396961
FDF20,OUT018,2909.0983635468797
FDV50,OUT035,2038.9737105619201
FDT02,OUT049,677.0311418409949
DRC49,OUT017,2386.5040862201035
FDF26,OUT049,2592.611679611046
FDV52,OUT035,2063.892516484431
FDX59,OUT049,712.5038117271604
FDV25,OUT035,3688.2311954462584
FDW23,OUT027,2104.2741837954154
FDE53,OUT018,1438.5077596173123
FDA19,OUT017,2219.011387264978
FDH22,OUT046,1991.3437430280155
NCO41,OUT013,1613.6039551457952
FDX12,OUT017,3971.4290006048714
FDF17,OUT013,3131.323579924372
FDS11,OUT045,3499.1778582265288
FDR51,OUT035,2552.8231994333223
FDT49,OUT010,-218.17261546053942
FDC56,OUT013,1976.1658589899293
FDR13,OUT027,3396.5099065060476
FDQ60,OUT035,2107.3669845250474
FDN38,OUT049,4087.778311594624
NCL29,OUT013,2524.823364537167
FDO13,OUT027,4068.011337835418
FDE26,OUT018,2039.4542087889668
FDA31,OUT010,839.4540806209284
FDX14,OUT035,1321.2262169323103
FDA34,OUT045,2732.1767168725473
FDF26,OUT013,2543.844774239412
FDE38,OUT045,2611.386741921367
DRI11,OUT046,1834.9442745670221
FDQ60,OUT027,3383.727083588028
FDL21,OUT027,2164.754290766172
DRC12,OUT027,4477.428860542715
FDC47,OUT046,3582.7512028840047
FDE57,OUT045,2204.1041553635223
FDT14,OUT045,1837.4523892632687
NCZ53,OUT046,3010.368175248698
FDE28,OUT018,3361.069955953625
FDR19,OUT035,2495.4279445527495
NCF54,OUT019,828.8787652723399
FDZ08,OUT046,1382.1828673510845
NCJ05,OUT018,2177.497430974791
FDF59,OUT046,2056.6968941447126
NCO05,OUT035,1759.8675206895455
FDW24,OUT018,557.3806454071555
NCX42,OUT018,2342.1233331185426
NCA53,OUT035,955.7934595920556
FDI45,OUT019,951.8552308429203
FDG46,OUT046,1854.5644076729022
FDM20,OUT010,1966.4517793301447
FDW11,OUT010,-889.8698235333651
FDX08,OUT035,3031.865537864245
NCK17,OUT035,831.3185391864797
FDK32,OUT018,2215.7125308793266
NCA42,OUT035,2653.8349100284026
DRI01,OUT035,2840.4286612857845
NCL55,OUT049,4092.4033061493137
DRE25,OUT018,1221.6443608142527
FDD14,OUT017,3019.584866527208
FDB10,OUT046,3713.1389302890266
DRN11,OUT035,2437.0696405904855
FDP38,OUT018,605.772747637368
NCA30,OUT017,3045.5153351046615
FDT15,OUT017,3084.3481578685332
NCP55,OUT018,660.6517887111447
FDF12,OUT035,2509.4026957512883
FDM21,OUT018,3759.0908529869766
FDX56,OUT035,3476.4338252267225
FDF10,OUT017,2434.583401718912
FDT32,OUT045,3012.0888298096506
FDM51,OUT018,1407.666554638644
NCR50,OUT018,2159.2083758116114
FDI19,OUT049,3931.9094216049707
FDX21,OUT017,1824.8117190522516
FDR31,OUT035,2538.9458714638763
FDY02,OUT013,4140.812518279578
NCA29,OUT045,2609.373648604024
NCX17,OUT046,3645.1223569719004
FDM12,OUT045,2992.5544246144395
FDI53,OUT027,4001.368511540484
NCU30,OUT049,2674.5909794072445
FDC56,OUT027,3407.447241291954
FDK27,OUT018,1709.171180876278
NCK18,OUT017,2728.135386414951
FDB52,OUT019,2129.243015997922
DRG25,OUT027,4423.933534519269
FDZ13,OUT049,1008.6786473433262
FDB57,OUT019,1727.588678539058
FDR40,OUT046,1371.062481992486
NCO14,OUT019,-1173.1658425333799
NCN19,OUT045,2949.604409114952
FDQ28,OUT019,585.2094625540301
FDO13,OUT018,2353.1695503242227
FDK48,OUT013,1291.6123819622699
FDU07,OUT018,2185.643884474235
FDW20,OUT046,2010.435406021933
FDV12,OUT010,-280.2088661285036
FDH24,OUT013,2563.575177486979
FDV59,OUT049,3527.9934756812936
FDK57,OUT045,1842.9353727056132
FDL16,OUT027,2162.828286689609
NCQ17,OUT046,2456.0970777986663
FDJ15,OUT018,2664.3607658340547
FDX24,OUT049,1611.550118748206
FDT47,OUT046,1605.2510787797837
FDT10,OUT049,1133.519286374909
FDZ37,OUT018,1224.0363116791973
FDW43,OUT027,5163.106088880489
DRN36,OUT017,1627.1930927409335
FDJ14,OUT045,1313.6442804893836
FDA32,OUT013,3511.8056270335046
FDJ38,OUT019,1191.5608770352655
FDQ57,OUT017,2436.599980516614
NCQ41,OUT019,1174.9169687859776
FDG56,OUT049,1158.0320788309327
DRC13,OUT027,3460.744919993107
FDV55,OUT035,2484.241451687913
FDQ49,OUT045,2486.003476225988
FDE29,OUT010,-980.2057291127701
FDR03,OUT013,3338.805734009061
FDD45,OUT049,1632.424331852737
FDN38,OUT010,2082.571765231352
FDT56,OUT046,1022.4243590432275
FDT48,OUT045,3106.262720301922
FDU03,OUT049,3005.3014428084334
FDC56,OUT010,-3.831783621206455
NCO43,OUT027,3036.177366624324
FDQ27,OUT017,1791.2585526537578
FDR03,OUT046,3320.5321773321866
DRH23,OUT010,-1059.8824978810264
FDG22,OUT045,617.9655958718965
NCJ42,OUT013,1679.2088542961442
FDR24,OUT046,1511.4826156202666
FDW60,OUT035,2995.857162254951
FDJ08,OUT013,3066.4324038426626
DRL59,OUT018,605.6994802942575
FDG60,OUT010,1764.6807068574662
FDW27,OUT017,2635.0806027343788
FDX14,OUT018,927.827474107987
FDC20,OUT013,1000.2410235486172
NCS29,OUT018,3874.7275722467302
FDJ56,OUT046,1622.6144208962905
FDB20,OUT019,-610.1667153030227
FDL28,OUT027,5081.992675855163
FDW01,OUT018,2168.747021800916
FDL03,OUT046,3185.7357982814938
FDX22,OUT049,3451.894177935558
FDJ21,OUT035,2490.252875518705
FDR31,OUT045,2361.127275010545
FDG21,OUT035,2767.5716360222436
FDS22,OUT027,2212.2486997056435
FDK08,OUT035,1806.5706552883776
FDE17,OUT018,2159.747674423281
NCN30,OUT017,1627.222502520107
FDT50,OUT046,1552.8291890668497
NCX42,OUT049,2677.581429325055
FDJ12,OUT035,3485.7539594162
NCA18,OUT027,3299.1419590392106
FDP23,OUT019,1557.9832276106126
FDX12,OUT013,3890.7874128913063
FDN40,OUT018,2125.3621427997778
FDV48,OUT035,1459.2030593016539
NCY54,OUT013,2699.1481578807998
FDL16,OUT010,-1215.7155673030657
FDR45,OUT018,3514.1955147041144
FDJ52,OUT046,2548.5781341079028
DRG01,OUT017,1341.8519063390513
FDP52,OUT013,3701.461201054004
FDU58,OUT017,3105.908687916193
FDL02,OUT045,1689.8739830619288
FDG28,OUT013,3907.0641905089487
FDA19,OUT035,2238.369897588569
FDW46,OUT027,2571.2142915012096
NCD43,OUT049,1734.0268931334358
DRG39,OUT013,896.1666546697425
NCF55,OUT049,679.8505783686905
FDJ07,OUT046,1906.5622949761055
FDE08,OUT046,2428.1750153554094
FDP56,OUT019,-1034.860187741784
FDT45,OUT045,808.1232293911564
FDF17,OUT018,2793.2323943125757
FDX44,OUT046,1458.2340049378067
FDM28,OUT027,4284.795941240881
FDI36,OUT049,3279.4079955752595
FDS07,OUT045,1803.267325957147
FDD36,OUT045,1831.541690405747
FDW11,OUT046,1010.1256861301126
FDN40,OUT049,2526.26211101992
NCQ18,OUT049,1622.5794722473674
NCQ54,OUT017,2729.279921313115
NCS42,OUT045,1372.4790499597752
DRH39,OUT010,-695.9336303217284
FDC09,OUT027,3203.644343045533
FDT08,OUT010,522.079122435664
FDC08,OUT035,3782.557416253645
FDT20,OUT017,777.9781862127604
FDS35,OUT035,1193.772421321708
FDX58,OUT018,2611.9476552124565
FDW58,OUT046,1698.025029434074
DRD27,OUT046,1599.952140959676
FDH32,OUT019,-300.2272611426264
FDS26,OUT035,4236.327417305523
FDQ31,OUT046,1484.5268101335
FDP11,OUT018,3204.664776279942
FDD58,OUT017,1700.010603825464
FDM33,OUT045,3371.0008084025358
FDZ16,OUT049,3193.4987988367784
NCS29,OUT010,2247.6086996378617
NCM18,OUT019,-957.1970249000715
FDP11,OUT049,3577.528724150504
NCC42,OUT017,2358.7299949855487
DRM23,OUT046,2731.9655119106296
NCN55,OUT027,5214.378508103689
FDK46,OUT013,4099.5614433519595
FDR01,OUT046,3222.4811349258816
NCA05,OUT045,2328.317184050152
NCP43,OUT017,2921.96560529669
FDR12,OUT010,846.8276228698835
FDQ01,OUT013,4125.396165437331
FDM13,OUT046,2107.397267690216
FDQ19,OUT017,4028.165319876285
FDK56,OUT019,1053.706175208357
NCX06,OUT010,964.2210210742212
FDO56,OUT027,3434.5958705384364
FDU45,OUT045,1779.7080524143144
FDI16,OUT019,-1005.422951834137
FDL32,OUT046,1875.969835067363
FDA07,OUT046,2060.40582238802
FDA14,OUT045,2228.7043193809754
FDV46,OUT027,3687.3051442594597
NCO07,OUT035,3507.632339014067
NCP41,OUT046,1708.7244782844273
FDY60,OUT018,2041.2708718412105
FDN38,OUT017,4130.943945131409
FDO15,OUT046,1279.554542247713
FDT60,OUT013,1991.0223474529066
FDA55,OUT035,3769.330923792061
FDE02,OUT010,-384.0537052555409
DRJ39,OUT049,3599.079687739886
FDV34,OUT035,1406.4480323184266
FDS20,OUT027,4409.228998968668
FDF02,OUT027,3125.7540864251264
FDW40,OUT017,2398.6383031125374
NCB43,OUT046,2920.888855311839
FDR58,OUT017,1569.928400333115
DRJ59,OUT035,837.0037241071991
NCD30,OUT017,1673.8037318926777
FDE14,OUT017,1761.4211887453398
FDC28,OUT018,1436.0660077802372
FDU16,OUT018,1108.6474443614725
NCD19,OUT035,1046.2649374085415
FDU21,OUT046,643.7723304746664
FDV59,OUT027,4901.095284521222
FDU03,OUT045,2869.786135835283
FDC33,OUT010,1313.5137785220795
NCR42,OUT035,712.0501785264723
DRH59,OUT035,1375.8347835268396
NCM31,OUT035,2403.108891878085
FDS50,OUT035,3614.6079614462506
FDP39,OUT046,872.46332921732
FDQ55,OUT013,1991.19271826179
FDV36,OUT019,111.91702475402394
FDI05,OUT027,2702.498473552319
FDS45,OUT027,3216.001004149336
FDA39,OUT045,601.6974582349997
FDC37,OUT010,-162.25191689455698
FDJ60,OUT027,4141.9038373192825
DRQ35,OUT046,1975.6451679075985
NCJ06,OUT046,1894.9622639335958
NCY42,OUT018,2005.0471930274625
DRM37,OUT049,3188.090321294416
FDR14,OUT045,718.9127138192212
FDE51,OUT049,824.4235482427969
FDT33,OUT017,2793.78633201363
FDR08,OUT013,1879.6843929833958
FDE36,OUT010,727.0942641215202
FDL22,OUT019,-439.2415089079319
FDR44,OUT013,2199.4645472006646
FDI56,OUT019,-434.5121116320072
FDE47,OUT010,140.27759718886114
FDV27,OUT010,-417.8808008631696
FDV10,OUT049,833.6705994727408
FDC40,OUT045,1200.0177807498176
NCX41,OUT013,3373.4857876039714
NCQ38,OUT027,3134.2567488076165
FDV12,OUT027,3116.3898957638853
FDE52,OUT017,1534.1020070683844
FDG20,OUT027,4318.816389000518
FDV16,OUT027,2048.5840137458345
FDI32,OUT017,1945.8644001095822
FDJ32,OUT049,1146.9518305736383
FDN39,OUT018,2465.2678023771855
FDY34,OUT017,2810.0082949039097
FDC14,OUT035,917.0362755784472
FDA55,OUT017,3735.9570729161323
FDZ50,OUT010,956.7835231817928
DRG13,OUT049,2707.9570283696107
FDP01,OUT013,2522.2590811124237
NCG54,OUT017,2808.3967316259573
FDM13,OUT045,2049.7988163066593
NCO18,OUT027,4261.68298953864
NCW41,OUT013,2527.5383249964198
FDM52,OUT027,3794.9359472480683
NCF55,OUT035,717.4858289410615
FDT09,OUT046,2147.715143965406
NCM19,OUT035,1908.5544150325372
FDW12,OUT018,2110.692659153295
FDP15,OUT019,2137.1668112369007
FDK36,OUT045,753.8595850087765
FDZ25,OUT035,2952.7985192943784
NCW06,OUT049,3130.8718100700034
FDW60,OUT046,2889.6442761529165
DRC49,OUT013,2322.581379970988
NCT17,OUT035,3149.8041996827815
NCN06,OUT018,2293.0354347181874
FDC45,OUT013,2760.6648007175277
DRJ47,OUT019,834.1979053490693
NCF06,OUT045,3985.711862899001
FDE21,OUT010,8.705687666019458
DRG27,OUT013,706.3706630254958
FDW40,OUT049,2364.8276065030545
NCO53,OUT046,2901.6126926607076
FDE23,OUT049,915.7345918114395
FDQ16,OUT046,1728.2993336392633
FDS26,OUT045,3977.5248552001267
FDZ13,OUT010,-1082.8776368710994
FDS14,OUT049,2540.9440413556954
FDC10,OUT045,1869.1878359493194
FDY16,OUT049,3050.274649312786
FDJ20,OUT035,2222.81599590327
FDV43,OUT035,891.7170798367913
FDZ32,OUT027,3235.4797272557153
FDR23,OUT046,2783.7687175798874
FDN24,OUT035,1012.1099914416764
FDE34,OUT027,4335.374881436749
FDU31,OUT013,3566.324224729741
FDW33,OUT018,1430.9571088458429
FDU26,OUT046,1882.4795161249658
FDE20,OUT027,4236.692497021518
NCW05,OUT035,1822.5858055626732
FDB22,OUT018,2133.0450992053366
FDO56,OUT046,1943.1068551073013
FDA19,OUT027,3559.820617956798
DRI39,OUT045,847.3364148240858
FDH52,OUT018,735.1303066982982
FDZ50,OUT035,3036.4655306276
NCN42,OUT035,2471.120196364048
FDB53,OUT013,2355.2307395195003
DRG11,OUT017,1857.8571619470417
DRK11,OUT027,3840.5784545175547
FDQ60,OUT017,2097.27315104039
FDT36,OUT017,679.9527426170391
DRG25,OUT018,2651.575100110395
DRJ23,OUT046,3031.24787311288
FDG05,OUT035,2674.0098077164084
NCK06,OUT018,1641.102404051977
FDU52,OUT017,2540.272762293182
FDW07,OUT018,1204.015660979474
NCM17,OUT045,674.1599645892593
FDA22,OUT045,2629.4221181822727
NCA41,OUT018,2802.63506551882
FDF38,OUT035,926.2045080849018
FDH52,OUT046,1044.080277429403
FDY58,OUT019,1678.2445226370755
FDZ16,OUT045,3023.7320188262993
NCM18,OUT017,1079.6218659830229
FDA22,OUT018,2392.0536145078795
NCJ43,OUT035,2916.9749510749416
FDI34,OUT027,5124.284657067927
FDG56,OUT046,1078.574293969133
FDS34,OUT046,1886.686561184195
DRC01,OUT035,1011.9598054782621
FDQ04,OUT035,781.3346946293207
FDK04,OUT035,1078.5618813331448
FDT51,OUT049,1922.5166565643922
FDV26,OUT017,3208.545629815104
FDS04,OUT049,2348.2618019652004
FDW43,OUT018,3415.651790897683
FDQ28,OUT010,552.9220366915054
NCK06,OUT017,2022.9248200532961
FDS23,OUT018,1792.5993322005006
FDZ36,OUT019,1120.6981731709452
FDE56,OUT018,797.7370713026044
FDW10,OUT027,4222.925551812491
NCN14,OUT045,2851.28813865995
NCQ18,OUT045,1463.7143067733032
FDW08,OUT017,1851.61925412948
FDU43,OUT035,3958.358636439467
FDR33,OUT010,-172.78586767293132
FDM24,OUT010,521.1364113056009
NCZ05,OUT046,1651.867101338385
NCV41,OUT035,1955.6898559665224
FDV11,OUT018,2531.5490183061297
NCY05,OUT035,770.3419726182296
FDV44,OUT018,2794.257114935666
FDW32,OUT049,1533.2586130367367
NCU18,OUT027,3698.137996320839
NCC43,OUT035,4082.282077707354
FDW19,OUT013,1894.19957736584
FDN31,OUT035,3212.9399162700993
FDI48,OUT045,819.7412654267184
FDS24,OUT017,1606.0186638326686
FDF46,OUT049,1937.2524681662917
DRG23,OUT017,2523.826905875595
FDG14,OUT018,2200.3261740651915
NCY30,OUT049,2918.8299044480627
FDO28,OUT018,1653.292281423935
DRD24,OUT035,2402.246866853762
FDI33,OUT049,1551.9931696793315
FDN32,OUT046,2989.887704074782
FDR16,OUT045,3308.3917400773607
FDF26,OUT046,2520.929341082919
NCN29,OUT018,545.0546455615397
FDE20,OUT045,2700.135653100239
FDA46,OUT046,3030.9239845215902
FDU28,OUT045,2924.3381548896336
FDQ48,OUT045,1586.5545244833402
FDV36,OUT013,2084.373711385939
FDR14,OUT018,523.5377197420639
FDP23,OUT017,3548.8705659612797
FDP56,OUT013,917.4040195850303
FDK48,OUT010,-665.4467451339233
FDR48,OUT046,2416.320237130746
NCY29,OUT049,1034.0943437612855
FDM22,OUT018,645.6112715735578
DRJ01,OUT013,2582.989886427679
FDZ43,OUT045,3865.7445429478166
FDV03,OUT035,2608.7939144575307
FDX11,OUT027,4369.883247637518
NCA41,OUT027,4525.199941980044
FDE38,OUT017,2793.213817933377
FDI27,OUT018,482.215422191387
FDN32,OUT013,2984.771460216612
NCN43,OUT017,2044.6920061790197
FDB47,OUT027,4724.037432035352
FDV03,OUT017,2583.203326896683
NCN30,OUT045,1490.5230735335958
NCV54,OUT010,-11.527058373039267
FDV07,OUT013,1837.520233843347
FDP07,OUT049,3264.368893665862
FDK48,OUT018,928.4487996568539
FDM15,OUT019,555.5963318711813
FDY19,OUT027,3376.347207425415
FDK46,OUT046,4092.2146920769874
FDY11,OUT045,1067.8278649527847
FDH09,OUT046,1057.2910374195203
FDO08,OUT027,4160.751997430176
FDU14,OUT013,3945.303600279035
FDD22,OUT027,3248.966399279746
FDM27,OUT017,2629.4281528817064
FDL02,OUT027,3221.9246043301227
NCA17,OUT035,2493.348710942886
FDE38,OUT019,755.5396506503
NCG07,OUT049,3055.911639347503
DRC27,OUT013,3934.304636932239
FDA27,OUT035,4176.043213868765
FDW40,OUT045,2205.965885734505
DRI11,OUT013,1893.6674507491775
FDN50,OUT046,1609.6580952943832
FDR12,OUT046,2773.579202524834
FDT34,OUT027,3100.707002274921
FDW11,OUT035,1167.7199090792683
NCO30,OUT027,4342.013505704955
FDZ34,OUT017,3205.0885217070927
FDU45,OUT017,1958.429227174256
NCD42,OUT035,783.3905178572991
FDX25,OUT045,2832.3429743941433
NCR29,OUT046,928.5693674274228
FDX43,OUT019,815.266513433387
FDB04,OUT010,-520.2681088360841
FDR49,OUT027,2237.4928217183888
FDS39,OUT018,1995.2674740853563
FDW58,OUT045,1639.0356999228152
FDG22,OUT019,-1217.053418309844
FDG31,OUT017,1143.6948071414145
NCV53,OUT027,5242.373966001793
DRJ37,OUT035,2517.4627267943115
FDV07,OUT035,1953.5177337356904
FDW52,OUT018,2386.3520093554794
FDT15,OUT045,2911.8611788737876
FDD02,OUT018,1657.5884527738135
FDM16,OUT035,1370.946549797065
NCE55,OUT046,2739.1561671744134
FDB57,OUT018,3321.1603041024746
FDQ04,OUT013,724.5102656061158
FDQ47,OUT019,-1309.1327452996006
